SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
15.407-2,Make-or-buy programs.,"If this situation occurs in any fixed-price incentive or cost-plus-incentive-fee contract, the contracting officer shall specify these items in the contract and state that they are subject to paragraph (d) of the clause at 52.215-9, Changes or Additions to Make-or-Buy Program (see 15.408(a)).",obligations_02,officer shall specify
15.407-2,Make-or-buy programs.,"The contracting officer may incorporate the make-or-buy program in negotiated contracts for— (1) Major systems (see part 34) or their subsystems or components, regardless of contract type; or (2) Other supplies and services if— (i)",permissions_99,officer may incorporate
15.407-3,Forward pricing rate agreements.,Conditions that may affect the agreement's validity shall be reported promptly to the ACO.,permissions_99,that may affect
15.407-3,Forward pricing rate agreements.,(c) Contracting officers shall not require certification at the time of agreement for data supplied in support of FPRA's or other advance agreements.,prohibitions_04,officers shall not require
15.407-3,Forward pricing rate agreements.,"When a forward pricing rate agreement or other advance agreement is used to price a contract action that requires a certificate, the certificate supporting that contract action shall cover the data supplied to support the FPRA or other advance agreement, and all other data supporting the action.",obligations_02,action shall cover
15.407-4,Should-cost review.,These should-cost reviews may be performed together or independently.,dispensations_00,reviews may be performed
15.407-4,Should-cost review.,The scope of a should-cost review can range from a large-scale review examining the contractor's entire operation (including plant-wide overhead and selected major subcontractors) to a small-scale tailored review examining specific portions of a contractor's operation.,permissions_99,review can range
15.407-4,Should-cost review.,(3) The contracting officer should decide which elements of the contractor's operation have the greatest potential for cost savings and assign the available personnel resources accordingly.,obligations_02,officer should decide
15.407-4,Should-cost review.,The contracting officer shall consider the findings and recommendations contained in the program should-cost review team report when negotiating the contract price.,obligations_02,officer shall consider
15.407-4,Should-cost review.,"After completing the negotiation, the contracting officer shall provide the ACO a report of any identified uneconomical or inefficient practices, together with a report of correction or disposition agreements reached with the contractor.",obligations_02,officer shall provide
15.407-4,Should-cost review.,The contracting officer shall establish a follow-up plan to monitor the correction of the uneconomical or inefficient practices.,obligations_02,officer shall establish
15.407-4,Should-cost review.,"(5) When a program should-cost review is planned, the contracting officer should state this fact in the acquisition plan or acquisition plan updates (see subpart 7.1) and in the solicitation.",obligations_02,officer should state
15.407-5,Estimating systems.,(b) The auditor shall send a copy of the estimating system survey report and a copy of the official notice of corrective action required to each contracting office and contract administration office having substantial business with that contractor.,obligations_02,auditor shall send
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall insert the clause at 52.215-9, Changes or Additions to Make-or-Buy Program, in solicitations and contracts when it is contemplated that a make-or- buy program will be incorporated in the contract.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"If a less economical “make” or “buy” categorization is selected for one or more items of significant value, the contracting officer shall use the clause with— (1)",obligations_02,officer shall use
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall— (1) Insert the clause at 52.215-12, Subcontractor Certified Cost or Pricing Data, in solicitations and contracts when the clause prescribed in paragraph (b) of this section is included; or (2) Upon the request of a contractor that was required to submit certified cost or pricing data in connection with a prime contract entered into before July 1, 2018, the contracting officer shall modify the contract without requiring consideration, to replace clause 52.215-12, Subcontractor Certified Cost or Pricing Data, with its Alternate I. (e) Subcontractor Certified Cost or Pricing Data—Modifications.",obligations_02,officer shall modify
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall— (1) Insert the clause at 52.215-13, Subcontractor Certified Cost or Pricing Data—Modifications, in solicitations and contracts when the clause prescribed in paragraph (c) of this section is included; or (2) Upon the request of a contractor that was required to submit certified cost or pricing data in connection with a prime contract entered into before July 1, 2018, the contracting officer shall modify the contract without requiring consideration, to replace clause 52.215-13, Subcontractor Certified Cost or Pricing Data—Modifications, with its Alternate I. (f) Integrity of Unit Prices.",obligations_02,officer shall modify
15.408,Solicitation provisions and contract clauses.,"(1) The contracting officer shall insert the clause at 52.215-14, Integrity of Unit Prices, in solicitations and contracts except for— (i) Acquisitions at or below the simplified acquisition threshold; (ii) Construction or architect-engineer services under part 36; (iii) Utility services under part 41; (iv) Service contracts where supplies are not required; (v) Acquisitions of commercial items; and (vi) Contracts for petroleum products.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,(2) The contracting officer shall insert the clause with its Alternate I when contracting without adequate price competition or when prescribed by agency regulations.,obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall insert the clause at 52.215-15, Pension Adjustments and Asset Reversions, in solicitations and contracts for which it is anticipated that certified cost or pricing data will be required or for which any preaward or postaward cost determinations will be subject to part 31.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall insert the provision at 52.215-16, Facilities Capital Cost of Money, in solicitations expected to result in contracts that are subject to the cost principles for contracts with commercial organizations (see subpart 31.2).",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"If the prospective contractor does not propose facilities capital cost of money in its offer, the contracting officer shall insert the clause at 52.215-17, Waiver of Facilities Capital Cost of Money, in the resulting contract.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall insert the clause at 52.215-18, Reversion or Adjustment of Plans for Postretirement Benefits (PRB) Other Than Pensions, in solicitations and contracts for which it is anticipated that certified cost or pricing data will be required or for which any preaward or postaward cost determinations will be subject to part 31.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall insert the clause at 52.215-19, Notification of Ownership Changes, in solicitations and contracts for which it is contemplated that certified cost or pricing data will be required or for which any preaward or postaward cost determination will be subject to subpart 31.2.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"Considering the hierarchy at 15.402, the contracting officer shall insert the provision at 52.215-20, Requirements for Certified Cost or Pricing Data and Data Other Than Certified Cost or Pricing Data, in solicitations if it is reasonably certain that certified cost or pricing data or data other than certified cost or pricing data will be required.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall— (1) Use the provision with its Alternate I to specify a format for certified cost or pricing data other than the format required by Table 15-2 of this section; (2) Use the provision with its Alternate II if copies of the proposal are to be sent to the ACO and contract auditor; (3) Use the provision with its Alternate III if submission via electronic media is required; and (4) Replace the basic provision with its Alternate IV if certified cost or pricing data are not expected to be required because an exception may apply, but data other than certified cost or pricing data will be required as described in 15.403-3.",permissions_99,exception may apply
15.408,Solicitation provisions and contract clauses.,"Considering the hierarchy at 15.402, the contracting officer shall insert the clause at 52.215-21, Requirements for Certified Cost or Pricing Data and Data Other Than Certified Cost or Pricing Data—Modifications, in solicitations and contracts if it is reasonably certain that certified cost or pricing data or data other than certified cost or pricing data will be required for modifications.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The contracting officer shall— (1) Use the clause with its Alternate I to specify a format for certified cost or pricing data other than the format required by Table 15-2 of this section; (2) Use the clause with its Alternate II if copies of the proposal are to be sent to the ACO and contract auditor; (3) Use the clause with its Alternate III if submission via electronic media is required; and (4) Replace the basic clause with its Alternate IV if certified cost or pricing data are not expected to be required because an exception may apply, but data other than certified cost or pricing data will be required as described in 15.403-3. (n) Limitations on Pass-Through Charges.",permissions_99,exception may apply
15.408,Solicitation provisions and contract clauses.,"(1) The contracting officer shall insert the provision at 52.215-22, Limitations on Pass-Through Charges—Identification of Subcontract Effort, in solicitations containing the clause at 52.215-23.",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"Except as provided in paragraph (n)(2)(ii) of this section, the contracting officer shall insert the clause 52.215-23, Limitations on Pass-Through Charges, in solicitations and contracts including task or delivery orders as follows: (A) For civilian agencies, insert the clause when— ( 1 ) The total estimated contract or order value exceeds the simplified acquisition threshold as defined in section 2.101 and ( 2 )",obligations_02,officer shall insert
15.408,Solicitation provisions and contract clauses.,"The clause may be used when the total estimated contract or order value is below the thresholds identified in 15.408(n)(2)(i) and for any contract type, when the contracting officer determines that inclusion of the clause is appropriate.",dispensations_00,clause may be used
15.408,Solicitation provisions and contract clauses.,That examination can take place at any time before award.,permissions_99,examination can take
15.408,Solicitation provisions and contract clauses.,"It may include those books, records, documents, and other types of factual data (regardless of form or whether the data are specifically referenced or included in the proposal as the basis for pricing) that will permit an adequate evaluation of the proposed price.",permissions_99,It may include
15.408,Solicitation provisions and contract clauses.,"A. You must provide the following information on the first page of your pricing proposal: (1) Solicitation, contract, and/or modification number; (2) Name and address of offeror; (3) Name and telephone number of point of contact; (4) Name of contract administration office (if available); (5) Type of contract action (that is, new contract, change order, price revision/redetermination, letter contract, unpriced order, or other); (6) Proposed cost; profit or fee; and total; (7) Whether you will require the use of Government property in the performance of the contract, and, if so, what property; (8) Whether your organization is subject to cost accounting standards; whether your organization has submitted a CASB Disclosure Statement, and if it has been determined adequate; whether you have been notified that you are or may be in noncompliance with your Disclosure Statement or CAS (other than a noncompliance that the cognizant Federal agency official has determined to have an immaterial cost impact), and, if yes, an explanation; whether any aspect of this proposal is inconsistent with your disclosed practices or applicable CAS, and, if so, an explanation; and whether the proposal is consistent with your established estimating and accounting principles and procedures and FAR Part 31, Cost Principles, and, if not, an explanation; (9) The following statement: This proposal reflects our estimates and/or actual costs as of this date and conforms with the instructions in FAR 15.403-5(b)(1) and",obligations_02,You must provide
15.408,Solicitation provisions and contract clauses.,"In submitting your proposal, you must include an index, appropriately referenced, of all the certified cost or pricing data and information accompanying or identified in the proposal.",obligations_02,you must include
15.408,Solicitation provisions and contract clauses.,"In addition, you must annotate any future additions and/or revisions, up to the date of agreement on price, or an earlier date agreed upon by the parties, on a supplemental index.",obligations_02,you must annotate
15.408,Solicitation provisions and contract clauses.,"C. As part of the specific information required, you must submit, with your proposal— (1) Certified cost or pricing data (as defined at FAR 2.101).",obligations_02,you must submit
15.408,Solicitation provisions and contract clauses.,You must clearly identify on your cover sheet that certified cost or pricing data are included as part of the proposal.,obligations_02,You must clearly identify
15.408,Solicitation provisions and contract clauses.,D. You must show the relationship between line item prices and the total contract price.,obligations_02,You must show
15.408,Solicitation provisions and contract clauses.,"You must attach cost-element breakdowns for each proposed line item, using the appropriate format prescribed in the “Formats for Submission of Line Item Summaries” section of this table.",obligations_02,You must attach
15.408,Solicitation provisions and contract clauses.,"You must furnish supporting breakdowns for each cost element, consistent with your cost accounting system.",obligations_02,You must furnish
15.408,Solicitation provisions and contract clauses.,"E. When more than one line item is proposed, you must also provide summary total amounts covering all line items for each element of cost.",obligations_02,you must also provide
15.408,Solicitation provisions and contract clauses.,"Whenever you have incurred costs for work performed before submission of a proposal, you must identify those costs in your cost/price proposal.",obligations_02,you must identify
15.408,Solicitation provisions and contract clauses.,"Depending on your system, you must provide breakdowns for the following basic cost elements, as applicable: A. Materials and services.",obligations_02,you must provide
15.408,Solicitation provisions and contract clauses.,The Contracting Officer may require you to submit cost or pricing data in support of proposals in lower amounts.,dispensations_00,Officer may require
15.408,Solicitation provisions and contract clauses.,"You must also submit any data other than certified cost or pricing data obtained from a subcontractor, either actually or by specific identification, along with the results of any analysis performed on that data.",obligations_02,You must also submit
15.408,Solicitation provisions and contract clauses.,"If royalties exceed $1,500, you must provide the following information on a separate page for each separate royalty or license fee: (1) Name and address of licensor.",obligations_02,you must provide
15.408,Solicitation provisions and contract clauses.,"When you elect to claim facilities capital cost of money as an allowable cost, you must submit Form CASB-CMF and show the calculation of the proposed amount (see FAR 31.205-10).",obligations_02,you must submit
15.503,Notifications to unsuccessful offerors.,The contracting officer shall notify offerors promptly in writing when their proposals are excluded from the competitive range or otherwise eliminated from the competition.,obligations_02,officer shall notify
15.503,Notifications to unsuccessful offerors.,The notice shall state the basis for the determination and that a proposal revision will not be considered.,obligations_02,notice shall state
15.503,Notifications to unsuccessful offerors.,"In addition to the notice in paragraph (a)(1) of this section, the contracting officer shall notify each offeror in writing prior to award and upon completion of negotiations and determinations of responsibility— (A) When using a small business set-aside (see subpart 19.5); (B) When using the HUBZone procedures in 19.1305 or 19.1307; (C) When using the service-disabled veteran-owned small business procedures in 19.1405; or (D) When using the Women-Owned Small Business Program procedures in 19.1505.",obligations_02,officer shall notify
15.503,Notifications to unsuccessful offerors.,"The notice shall state— (A) The name and address of the apparently successful offeror; (B) That the Government will not consider subsequent revisions of the offeror's proposal; and (C) That no response is required unless a basis exists to challenge the size status or small business status of the apparently successful offeror ( e.g., small business concern, small disadvantaged business concern, HUBZone small business concern, service-disabled veteran-owned small business concern, economically disadvantaged women-owned small business concern, or women-owned small business concern eligible under the Women-Owned Small Business Program).",obligations_02,notice shall state
15.503,Notifications to unsuccessful offerors.,"Within 3 days after the date of contract award, the contracting officer shall provide written notification to each offeror whose proposal was in the competitive range but was not selected for award (10 U.S.C. 2305(b)(5) and 41 U.S.C. 3704) or had not been previously notified under paragraph (a) of this section.",obligations_02,officer shall provide
15.503,Notifications to unsuccessful offerors.,The notice shall include— (i),obligations_02,notice shall include
15.503,Notifications to unsuccessful offerors.,"(2) Upon request, the contracting officer shall furnish the information described in paragraph (b)(1) of this section to unsuccessful offerors in solicitations using simplified acquisition procedures in part 13.",obligations_02,officer shall furnish
15.503,Notifications to unsuccessful offerors.,"(3) Upon request, the contracting officer shall provide the information in paragraph (b)(1) of this section to unsuccessful offerors that received a preaward notice of exclusion from the competitive range.",obligations_02,officer shall provide
15.504,Award to successful offeror.,The contracting officer shall award a contract to the successful offeror by furnishing the executed contract or other notice of the award to that offeror.,obligations_02,officer shall award
15.504,Award to successful offeror.,"(a) If the award document includes information that is different than the latest signed proposal, as amended by the offeror's written correspondence, both the offeror and the contracting officer shall sign the contract award.",obligations_02,officer shall sign
15.504,Award to successful offeror.,"(b) When an award is made to an offeror for less than all of the items that may be awarded and additional items are being withheld for subsequent award, each notice shall state that the Government may make subsequent awards on those additional items within the proposal acceptance period.",dispensations_00,Government may make
15.504,Award to successful offeror.,"(c) If the Optional Form (OF) 307, Contract Award, Standard Form (SF) 26, Award/Contract, or SF 33, Solicitation, Offer and Award, is not used to award the contract, the first page of the award document shall contain the Government's acceptance statement from Block 15 of that form, exclusive of the Item 3 reference language, and shall contain the contracting officer's name, signature, and date.",obligations_02,document shall contain
15.504,Award to successful offeror.,"In addition, if the award document includes information that is different than the signed proposal, as amended by the offeror's written correspondence, the first page shall include the contractor's agreement statement from Block 14 of the OF 307 and the signature of the contractor's authorized representative.",obligations_02,page shall include
15.505,Preaward debriefing of offerors.,Offerors excluded from the competitive range or otherwise excluded from the competition before award may request a debriefing before award (10 U.S.C. 2305(b)(6)(A) and 41 U.S.C. 3705).,permissions_99,award may request
15.505,Preaward debriefing of offerors.,The offeror may request a preaward debriefing by submitting a written request for debriefing to the contracting officer within 3 days after receipt of the notice of exclusion from the competition.,permissions_99,offeror may request
15.505,Preaward debriefing of offerors.,"At the offeror's request, this debriefing may be delayed until after award.",dispensations_00,debriefing may be delayed
15.505,Preaward debriefing of offerors.,"If the debriefing is delayed until after award, it shall include all information normally provided in a postaward debriefing (see 15.506(d)).",obligations_02,it shall include
15.505,Preaward debriefing of offerors.,Debriefings delayed pursuant to this paragraph could affect the timeliness of any protest filed subsequent to the debriefing.,permissions_99,paragraph could affect
15.505,Preaward debriefing of offerors.,"(b) The contracting officer shall make every effort to debrief the unsuccessful offeror as soon as practicable, but may refuse the request for a debriefing if, for compelling reasons, it is not in the best interests of the Government to conduct a debriefing at that time.",obligations_02,officer shall make
15.505,Preaward debriefing of offerors.,"In that event, the contracting officer shall include the information at 15.506(d) in the debriefing.",obligations_02,officer shall include
15.505,Preaward debriefing of offerors.,"(c) Debriefings may be done orally, in writing, or by any other method acceptable to the contracting officer.",dispensations_00,Debriefings may be done
15.505,Preaward debriefing of offerors.,(d) The contracting officer should normally chair any debriefing session held.,obligations_02,officer should normally chair
15.505,Preaward debriefing of offerors.,Individuals who conducted the evaluations shall provide support.,obligations_02,evaluations shall provide
15.505,Preaward debriefing of offerors.,"(e) At a minimum, preaward debriefings shall include— (1) The agency's evaluation of significant elements in the offeror's proposal; (2) A summary of the rationale for eliminating the offeror from the competition; and (3) Reasonable responses to relevant questions about whether source selection procedures contained in the solicitation, applicable regulations, and other applicable authorities were followed in the process of eliminating the offeror from the competition.",obligations_02,debriefings shall include
15.505,Preaward debriefing of offerors.,(f) Preaward debriefings shall not disclose— (1) The number of offerors; (2) The identity of other offerors; (3) The content of other offerors proposals; (4) The ranking of other offerors; (5) The evaluation of other offerors; or (6) Any of the information prohibited in 15.506(e).,prohibitions_04,debriefings shall not disclose
15.506,Postaward debriefing of offerors.,"(2) To the maximum extent practicable, the debriefing should occur within 5 days after receipt of the written request.",obligations_02,debriefing should occur
15.506,Postaward debriefing of offerors.,(4)(i) Untimely debriefing requests may be accommodated.,dispensations_00,requests may be accommodated
15.506,Postaward debriefing of offerors.,(c) The contracting officer should normally chair any debriefing session held.,obligations_02,officer should normally chair
15.506,Postaward debriefing of offerors.,Individuals who conducted the evaluations shall provide support.,obligations_02,evaluations shall provide
15.506,Postaward debriefing of offerors.,"(d) At a minimum, the debriefing information shall include— (1) The Government's evaluation of the significant weaknesses or deficiencies in the offeror's proposal, if applicable; (2) The overall evaluated cost or price (including unit prices), and technical rating, if applicable, of the successful offeror and the debriefed offeror, and past performance information on the debriefed offeror; (3) The overall ranking of all offerors, when any ranking was developed by the agency during the source selection; (4) A summary of the rationale for award; (5) For acquisitions of commercial items, the make and model of the item to be delivered by the successful offeror; and (6) Reasonable responses to relevant questions about whether source selection procedures contained in the solicitation, applicable regulations, and other applicable authorities were followed.",obligations_02,information shall include
15.506,Postaward debriefing of offerors.,The debriefing shall not include point-by-point comparisons of the debriefed offeror's proposal with those of other offerors.,prohibitions_04,debriefing shall not include
15.506,Postaward debriefing of offerors.,"Moreover, the debriefing shall not reveal any information prohibited from disclosure by 24.202 or exempt from release under the Freedom of Information Act (5 U.S.C. 552) including— (1) Trade secrets; (2) Privileged or confidential manufacturing processes and techniques; (3) Commercial and financial information that is privileged or confidential, including cost breakdowns, profit, indirect cost rates, and similar information; and (4) The names of individuals providing reference information about an offeror's past performance.",prohibitions_04,debriefing shall not reveal
15.507,Protests against award.,"(b) If a protest causes the agency, within 1 year of contract award, to— (1) Issue a new solicitation on the protested contract award, the contracting officer shall provide the information in paragraph (c) of this section to all prospective offerors for the new solicitation; or (2) Issue a new request for revised proposals on the protested contract award, the contracting officer shall provide the information in paragraph (c) of this section to offerors that were in the competitive range and are requested to submit revised proposals.",obligations_02,officer shall provide
15.509,Forms.,"If these forms are not used, the award document shall incorporate the agreement and award language from the OF 307.",obligations_02,document shall incorporate
15.601,Definitions.,This term does not include innovative or unique configurations or uses of commercial items that are being offered for further development and that may be submitted as an unsolicited proposal.,dispensations_00,that may be submitted
15.602,Policy.,"When the new and innovative ideas do not fall under topic areas publicized under those programs or techniques, the ideas may be submitted as unsolicited proposals.",dispensations_00,ideas may be submitted
15.603,General.,"(c) A valid unsolicited proposal must— (1) Be innovative and unique; (2) Be independently originated and developed by the offeror; (3) Be prepared without Government supervision, endorsement, direction, or direct Government involvement; (4) Include sufficient detail to permit a determination that Government support could be worthwhile and the proposed work could benefit the agency's research and development or other mission responsibilities; (5) Not be an advance proposal for a known agency requirement that can be acquired by competitive methods; and (6) Not address a previously published agency requirement.",dispensations_00,that can be acquired
15.603,General.,(e) Agencies must evaluate unsolicited proposals for energy-savings performance contracts in accordance with the procedures in 10 CFR 436.33(b).,obligations_02,Agencies must evaluate
15.604,Agency points of contact.,Agencies must make available to potential offerors of unsolicited proposals at least the following information: (1) Definition (see 2.101) and content (see 15.605) of an unsolicited proposal acceptable for formal evaluation.,obligations_02,Agencies must make
15.605,Content of unsolicited proposals.,"Unsolicited proposals should contain the following information to permit consideration in an objective and timely manner: (a) Basic information including— (1) Offeror's name and address and type of organization; e.g., profit, nonprofit, educational, small business; (2) Names and telephone numbers of technical and business personnel to be contacted for evaluation or negotiation purposes; (3) Identification of proprietary data to be used only for evaluation purposes; (4) Names of other Federal, State, or local agencies or parties receiving the proposal or funding the proposed effort; (5) Date of submission; and (6) Signature of a person authorized to represent and contractually obligate the offeror.",obligations_02,proposals should contain
15.606,Agency procedures.,"(a) Agencies shall establish procedures for controlling the receipt, evaluation, and timely disposition of unsolicited proposals consistent with the requirements of this subpart.",obligations_02,Agencies shall establish
15.606,Agency procedures.,"The procedures shall include controls on the reproduction and disposition of proposal material, particularly data identified by the offeror as subject to duplication, use, or disclosure restrictions.",obligations_02,procedures shall include
15.606,Agency procedures.,(b) Agencies shall establish agency points of contact (see 15.604) to coordinate the receipt and handling of unsolicited proposals.,obligations_02,Agencies shall establish
15.606-1,Receipt and initial review.,"(a) Before initiating a comprehensive evaluation, the agency contact point shall determine if the proposal— (1) Is a valid unsolicited proposal, meeting the requirements of 15.603(c); (2) Is suitable for submission in response to an existing agency requirement (see 15.602); (3) Is related to the agency mission; (4) Contains sufficient technical information and cost-related or price-related information for evaluation; (5) Has overall scientific, technical, or socioeconomic merit; (6) Has been approved by a responsible official or other representative authorized to obligate the offeror contractually; and (7) Complies with the marking requirements of 15.609.",obligations_02,point shall determine
15.606-1,Receipt and initial review.,"(b) If the proposal meets these requirements, the contact point shall promptly acknowledge receipt and process the proposal.",obligations_02,point shall promptly acknowledge
15.606-1,Receipt and initial review.,"(c) If a proposal is rejected because the proposal does not meet the requirements of paragraph (a) of this subsection, the agency contact point shall promptly inform the offeror of the reasons for rejection in writing and of the proposed disposition of the unsolicited proposal.",obligations_02,point shall promptly inform
15.606-2,Evaluation.,"(a) Comprehensive evaluations shall be coordinated by the agency contact point, who shall attach or imprint on each unsolicited proposal, circulated for evaluation, the legend required by 15.609(d).",obligations_02,who shall attach
15.606-2,Evaluation.,"When performing a comprehensive evaluation of an unsolicited proposal, evaluators shall consider the following factors, in addition to any others appropriate for the particular proposal: (1) Unique, innovative and meritorious methods, approaches, or concepts demonstrated by the proposal; (2) Overall scientific, technical, or socioeconomic merits of the proposal; (3) Potential contribution of the effort to the agency's specific mission; (4) The offeror's capabilities, related experience, facilities, techniques, or unique combinations of these that are integral factors for achieving the proposal objectives; (5) The qualifications, capabilities, and experience of the proposed principal investigator, team leader, or key personnel critical to achieving the proposal objectives; and (6) The realism of the proposed cost.",obligations_02,evaluators shall consider
15.606-2,Evaluation.,(b) The evaluators shall notify the agency point of contact of their recommendations when the evaluation is completed.,obligations_02,evaluators shall notify
15.607,Criteria for acceptance and negotiation of an unsolicited proposal.,"The agency point of contact shall return an unsolicited proposal to the offeror, citing reasons, when its substance— (1) Is available to the Government without restriction from another source; (2) Closely resembles a pending competitive acquisition requirement; (3) Does not relate to the activity's mission; or (4) Does not demonstrate an innovative and unique method, approach, or concept, or is otherwise not deemed a meritorious proposal.",obligations_02,contact shall return
15.607,Criteria for acceptance and negotiation of an unsolicited proposal.,"(b) The contracting officer may commence negotiations on a sole source basis only when— (1) An unsolicited proposal has received a favorable comprehensive evaluation; (2) A justification and approval has been obtained (see 6.302-1(a)(2)(i) for research proposals or other appropriate provisions of subpart 6.3, and 6.303-2(c)); (3) The agency technical office sponsoring the contract furnishes the necessary funds; and (4) The contracting officer has complied with the synopsis requirements of subpart 5.2.",permissions_99,officer may commence
15.608,Prohibitions.,"(a) Government personnel shall not use any data, concept, idea, or other part of an unsolicited proposal as the basis, or part of the basis, for a solicitation or in negotiations with any other firm unless the offeror is notified of and agrees to the intended use.",prohibitions_04,personnel shall not use
15.608,Prohibitions.,(b) Government personnel shall not disclose restrictively marked information (see 3.104 and 15.609) included in an unsolicited proposal.,prohibitions_04,personnel shall not disclose
15.609,Limited use of data.,(a) An unsolicited proposal may include data that the offeror does not want disclosed to the public for any purpose or used by the Government except for evaluation purposes.,permissions_99,proposal may include
15.609,Limited use of data.,"However, if a contract is awarded to this offeror as a result of—or in connection with—the submission of these data, the Government shall have the right to duplicate, use, or disclose the data to the extent provided in the resulting contract.",obligations_02,Government shall have
15.609,Limited use of data.,(b) The offeror shall also mark each sheet of data it wishes to restrict with the following legend: Use or disclosure of data contained on this sheet is subject to the restriction on the title page of this proposal.,obligations_02,offeror shall also mark
15.609,Limited use of data.,(c) The agency point of contact shall return to the offeror any unsolicited proposal marked with a legend different from that provided in paragraph (a) of this section.,obligations_02,contact shall return
15.609,Limited use of data.,The return letter will state that the proposal cannot be considered because it is impracticable for the Government to comply with the legend and that the agency will consider the proposal if it is resubmitted with the proper legend.,dispensations_00,proposal cannot be considered
15.609,Limited use of data.,"(d) The agency point of contact shall place a cover sheet on the proposal or clearly mark it as follows, unless the offeror clearly states in writing that no restrictions are imposed on the disclosure or use of the data contained in the proposal: All Government personnel must exercise extreme care to ensure that the information in this proposal is not disclosed to an individual who has not been authorized access to such data in accordance with FAR 3.104, and is not duplicated, used, or disclosed in whole or in part for any purpose other than evaluation of the proposal, without the written permission of the offeror.",obligations_02,personnel must exercise
15.609,Limited use of data.,"If a contract is awarded on the basis of this proposal, the terms of the contract shall control disclosure and use.",obligations_02,contract shall control
15.609,Limited use of data.,"An offeror should identify trade secrets, commercial or financial information, and privileged or confidential information to the Government (see paragraph (a) of this section).",obligations_02,offeror should identify
16.000,Scope of part.,This part describes types of contracts that may be used in acquisitions.,dispensations_00,that may be used
16.102,Policies.,(d) No contract may be awarded before the execution of any determination and findings (D&F's) required by this part.,dispensations_00,contract may be awarded
16.103,Negotiating contract type.,"(c) In the course of an acquisition program, a series of contracts, or a single long-term contract, changing circumstances may make a different contract type appropriate in later periods than that used at the outset.",permissions_99,circumstances may make
16.103,Negotiating contract type.,"In particular, contracting officers should avoid protracted use of a cost-reimbursement or time-and-materials contract after experience provides a basis for firmer pricing.",obligations_02,officers should avoid
16.103,Negotiating contract type.,Each contract file shall include documentation to show why the particular contract type was selected.,obligations_02,file shall include
16.103,Negotiating contract type.,"For such instances, acquisition personnel shall discuss— (A) How the Government identified the additional risks ( e.g., pre-award survey, or past performance information); (B) The nature of the additional risks ( e.g., inadequate contractor's accounting system, weaknesses in contractor's internal control, non-compliance with Cost Accounting Standards, or lack of or inadequate earned value management system); and (C) How the Government will manage and mitigate the risks.",obligations_02,personnel shall discuss
16.103,Negotiating contract type.,"(iv) For other than a firm-fixed price contract, at a minimum the documentation should include— (A)",obligations_02,documentation should include
16.104,Factors in selecting contract types.,There are many factors that the contracting officer should consider in selecting and negotiating the contract type.,obligations_02,officer should consider
16.104,Factors in selecting contract types.,The degree to which price analysis can provide a realistic pricing standard should be carefully considered.,permissions_99,analysis can provide
16.104,Factors in selecting contract types.,"As a requirement recurs or as quantity production begins, the cost risk should shift to the contractor, and a fixed-price contract should be considered.",obligations_02,risk should shift
16.104,Factors in selecting contract types.,"If the entire contract cannot be firm-fixed-price, the contracting officer shall consider whether or not a portion of the contract can be established on a firm-fixed-price basis.",obligations_02,officer shall consider
16.104,Factors in selecting contract types.,"If urgency is a primary factor, the Government may choose to assume a greater proportion of risk or it may offer incentives tailored to performance outcomes to ensure timely contract performance.",permissions_99,it may offer
16.104,Factors in selecting contract types.,"In times of economic uncertainty, contracts extending over a relatively long period may require economic price adjustment or price redetermination clauses.",permissions_99,period may require
16.104,Factors in selecting contract types.,"Before agreeing on a contract type other than firm-fixed-price, the contracting officer shall ensure that the contractor's accounting system will permit timely development of all necessary cost data in the form required by the proposed contract type.",obligations_02,officer shall ensure
16.105,Solicitation provision.,"The contracting officer shall complete and insert the provision at 52.216-1, Type of Contract, in a solicitation unless it is for— (a) A fixed-price acquisition made under simplified acquisition procedures; or (b) Information or planning purposes.",obligations_02,officer shall complete
16.201,General.,"Fixed-price contracts providing for an adjustable price may include a ceiling price, a target price (including target cost), or both.",permissions_99,price may include
16.201,General.,"The contracting officer shall use firm-fixed-price or fixed-price with economic price adjustment contracts when acquiring commercial items, except as provided in 12.207(b).",obligations_02,officer shall use
16.202-1,Description.,The contracting officer may use a firm-fixed-price contract in conjunction with an award-fee incentive (see 16.404) and performance or delivery incentives (see 16.402-2 and 16.402-3) when the award fee or incentive is based solely on factors other than cost.,permissions_99,officer may use
