SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
9.406-3,Procedures.,"A notice of proposed debarment shall be issued by the debarring official advising the contractor and any specifically named affiliates, by certified mail, return receipt requested— (1) That debarment is being considered; (2) Of the reasons for the proposed debarment in terms sufficient to put the contractor on notice of the conduct or transaction(s) upon which it is based; (3) Of the cause(s) relied upon under 9.406-2 for proposing debarment; (4) That, within 30 days after receipt of the notice, the contractor may submit, in person, in writing, or through a representative, information and argument in opposition to the proposed debarment, including any additional specific information that raises a genuine dispute over the material facts; (5) Of the agency's procedures governing debarment decisionmaking; (6) Of the effect of the issuance of the notice of proposed debarment; and (7) Of the potential effect of an actual debarment.",permissions_noun_pron_deontic_verb,contractor may submit
9.406-3,Procedures.,The debarring official may refer matters involving disputed material facts to another official for findings of fact.,permissions_noun_pron_deontic_verb,official may refer
9.406-3,Procedures.,"The debarring official may reject any such findings, in whole or in part, only after specifically determining them to be arbitrary and capricious or clearly erroneous.",permissions_noun_pron_deontic_verb,official may reject
9.406-3,Procedures.,"(2) If debarment is not imposed, the debarring official shall promptly notify the contractor and any affiliates involved, by certified mail, return receipt requested.",obligations_noun_pron_deontic_adv_verb,official shall promptly notify
9.406-4,Period of debarment.,"(b) The debarring official may extend the debarment for an additional period, if that official determines that an extension is necessary to protect the Government's interest.",permissions_noun_pron_deontic_verb,official may extend
9.406-4,Period of debarment.,"(c) The debarring official may reduce the period or extent of debarment, upon the contractor's request, supported by documentation, for reasons such as— (1) Newly discovered material evidence; (2) Reversal of the conviction or civil judgment upon which the debarment was based; (3) Bona fide change in ownership or management; (4) Elimination of other causes for which the debarment was imposed; or (5) Other reasons the debarring official deems appropriate.",permissions_noun_pron_deontic_verb,official may reduce
9.407-1,General.,The suspending official may extend the suspension decision to include any affiliates of the contractor if they are— (1) Specifically named; and (2) Given written notice of the suspension and an opportunity to respond (see 9.407-3(c)).,permissions_noun_pron_deontic_verb,official may extend
9.407-1,General.,"(2) When suspending a contractor from the award of acquisition contracts and from the purchase of Federal personal property, the suspension notice shall so indicate and the appropriate FAR and FPMR citations shall be included.",obligations_noun_pron_deontic_adv_verb,notice shall so indicate
9.407-2,Causes for suspension.,"(a) The suspending official may suspend a contractor suspected, upon adequate evidence, of— (1) Commission of fraud or a criminal offense in connection with— (i) Obtaining; (ii) Attempting to obtain; or (iii) Performing a public contract or subcontract; (2) Violation of Federal or State antitrust statutes relating to the submission of offers; (3) Commission of embezzlement, theft, forgery, bribery, falsification or destruction of records, making false statements, tax evasion, violating Federal criminal tax laws, or receiving stolen property; (4) Violations of 41 U.S.C. chapter 81, Drug-Free Workplace, as indicated by— (i) Failure to comply with the requirements of the clause at 52.223-6, Drug-Free Workplace; or (ii) Such a number of contractor employees convicted of violations of criminal drug statutes occurring in the workplace as to indicate that the contractor has failed to make a good faith effort to provide a drug-free workplace (see 23.504); (5) Intentionally affixing a label bearing a “Made in America” inscription (or any inscription having the same meaning) to a product sold in or shipped to the United States or its outlying areas, when the product was not made in the United States or its outlying areas (see Section 202 of the Defense Production Act (Public Law 102-558)); (6) Commission of an unfair trade practice as defined in 9.403 (see section 201 of the Defense Production Act (Pub.",permissions_noun_pron_deontic_verb,official may suspend
9.407-3,Procedures.,"When a contractor and any specifically named affiliates are suspended, they shall be immediately advised by certified mail, return receipt requested— (1) That they have been suspended and that the suspension is based on an indictment or other adequate evidence that the contractor has committed irregularities (i) of a serious nature in business dealings with the Government or (ii) seriously reflecting on the propriety of further Government dealings with the contractor—any such irregularities shall be described in terms sufficient to place the contractor on notice without disclosing the Government's evidence; (2) That the suspension is for a temporary period pending the completion of an investigation and such legal proceedings as may ensue; (3) Of the cause(s) relied upon under 9.407-2 for imposing suspension; (4) Of the effect of the suspension; (5) That, within 30 days after receipt of the notice, the contractor may submit, in person, in writing, or through a representative, information and argument in opposition to the suspension, including any additional specific information that raises a genuine dispute over the material facts; and (6) That additional proceedings to determine disputed material facts will be conducted unless (i) the action is based on an indictment or (ii) a determination is made, on the basis of Department of Justice advice, that the substantial interests of the Government in pending or contemplated legal proceedings based on the same facts as the suspension would be prejudiced.",permissions_noun_pron_deontic_verb,contractor may submit
9.407-3,Procedures.,The suspending official may refer matters involving disputed material facts to another official for findings of fact.,permissions_noun_pron_deontic_verb,official may refer
9.407-3,Procedures.,"The suspending official may reject any such findings, in whole or in part, only after specifically determining them to be arbitrary and capricious or clearly erroneous.",permissions_noun_pron_deontic_verb,official may reject
9.407-3,Procedures.,"(3) The suspending official may modify or terminate the suspension or leave it in force (for example, see 9.406-4(c) for the reasons for reducing the period or extent of debarment).",permissions_noun_pron_deontic_verb,official may modify
9.502,Applicability.,"(c) An organizational conflict of interest may result when factors create an actual or potential conflict of interest on an instant contract, or when the nature of the work to be performed on the instant contract creates an actual or potential conflict of interest on a future acquisition.",permissions_noun_pron_deontic_verb,interest may result
9.503,Waiver.,The agency head or a designee may waive any general rule or procedure of this subpart by determining that its application in a particular situation would not be in the Government's interest.,permissions_noun_pron_deontic_verb,designee may waive
9.504,Contracting officer responsibilities.,"(c) Before issuing a solicitation for a contract that may involve a significant potential conflict, the contracting officer shall recommend to the head of the contracting activity a course of action for resolving the conflict (see 9.506).",permissions_noun_pron_deontic_verb,that may involve
9.505,General rules.,Conflicts may arise in situations not expressly covered in this section 9.505 or in the examples in 9.508.,permissions_noun_pron_deontic_verb,Conflicts may arise
9.505,General rules.,The two underlying principles are— (a) Preventing the existence of conflicting roles that might bias a contractor's judgment; and (b) Preventing unfair competitive advantage.,permissions_noun_pron_deontic_verb,that might bias
9.505-2,Preparing specifications or work statements.,This should be done in order to avoid a situation in which the contractor could draft specifications favoring its own products or capabilities.,permissions_noun_pron_deontic_verb,contractor could draft
9.505-2,Preparing specifications or work statements.,"Development contractors can frequently start production earlier and more knowledgeably than firms that did not participate in the development, and this can affect the time and quality of production, both of which are important to the Government.",permissions_noun_pron_deontic_verb,this can affect
9.505-2,Preparing specifications or work statements.,(2) Agencies should normally prepare their own work statements.,obligations_noun_pron_deontic_adv_verb,Agencies should normally prepare
9.505-4,Obtaining access to proprietary information.,"(a) When a contractor requires proprietary information from others to perform a Government contract and can use the leverage of the contract to obtain it, the contractor may gain an unfair competitive advantage unless restrictions are imposed.",permissions_noun_pron_deontic_verb,contractor may gain
9.506,Procedures.,"(a) If information concerning prospective contractors is necessary to identify and evaluate potential organizational conflicts of interest or to develop recommended actions, contracting officers should first seek the information from within the Government or from other readily available sources.",obligations_noun_pron_deontic_adv_verb,officers should first seek
9.507-2,Contract clause.,"It might end, for example, when the first production contract using the contractor's specifications or work statement is awarded, or it might extend through the entire life of a system for which the contractor has performed systems engineering and technical direction.",permissions_noun_pron_deontic_verb,it might extend
9.508,Examples.,The examples in paragraphs (a) through (i) of this section illustrate situations in which questions concerning organizational conflicts of interest may arise.,permissions_noun_pron_deontic_verb,interest may arise
9.508,Examples.,These companies may supply the item.,permissions_noun_pron_deontic_verb,companies may supply
9.602,General.,"However, they may enter into an arrangement later in the acquisition process, including after contract award.",permissions_noun_pron_deontic_verb,they may enter
9.703,Contracting with individual pool members.,"(a) Pool members may submit individual offers, independent of the pool.",permissions_noun_pron_deontic_verb,members may submit
10.001,Policy.,"(a) Agencies shall— (1) Ensure that legitimate needs are identified and trade-offs evaluated to acquire items that meet those needs; (2) Conduct market research appropriate to the circumstances— (i) Before developing new requirements documents for an acquisition by that agency; (ii) Before soliciting offers for acquisitions with an estimated value in excess of the simplified acquisition threshold; (iii) Before soliciting offers for acquisitions with an estimated value less than the simplified acquisition threshold when adequate information is not available and the circumstances justify its cost; (iv) Before soliciting offers for acquisitions that could lead to consolidation or bundling (15 U.S.C. 644(e)(2)(A) and 15 U.S.C. 657q); (v) Before awarding a task or delivery order under an indefinite-delivery-indefinite-quantity (ID/IQ) contract ( e.g. , GWACs, MACs) for a noncommercial item in excess of the simplified acquisition threshold (10 U.S.C. 2377(c)); and (vi) On an ongoing basis, take advantage (to the maximum extent practicable) of commercially available market research methods in order to effectively identify the capabilities of small businesses and new entrants into Federal contracting that are available in the marketplace for meeting the requirements of the agency in furtherance of— (A) A contingency operation or defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack; and (B) Disaster relief to include debris removal, distribution of supplies, reconstruction, and other disaster or emergency relief activities (see 26.205); and (3) Use the results of market research to— (i) Determine if sources capable of satisfying the agency's requirements exist; (ii) Determine if commercial items or, to the extent commercial items suitable to meet the agency's needs are not available, nondevelopmental items are available that— (A) Meet the agency's requirements; (B) Could be modified to meet the agency's requirements; or (C) Could meet the agency's requirements if those requirements were modified to a reasonable extent; (iii) Determine the extent to which commercial items or nondevelopmental items could be incorporated at the component level; (iv) Determine the practices of firms engaged in producing, distributing, and supporting commercial items, such as type of contract, terms for warranties, buyer financing, maintenance and packaging, and marking; (v) Ensure maximum practicable use of recovered materials (see subpart 23.4) and promote energy conservation and efficiency;",permissions_noun_pron_deontic_verb,that could lead
10.001,Policy.,"If a PCR is not assigned, see 19.402(a); and (2) Shall notify any affected incumbent small business concerns of the Government's intention to bundle the requirement and how small business concerns may contact the appropriate Small Business Administration procurement center representative (see 7.107-5(a)).",permissions_noun_pron_deontic_verb,concerns may contact
10.002,Procedures.,"The contracting officer may use market research conducted within 18 months before the award of any task or delivery order if the information is still current, accurate, and relevant.",permissions_noun_pron_deontic_verb,officer may use
10.002,Procedures.,(2) Techniques for conducting market research may include any or all of the following: (i) Contacting knowledgeable individuals in Government and industry regarding market capabilities to meet requirements.,permissions_noun_pron_deontic_verb,research may include
11.101,Order of precedence for requirements documents.,"(a) Agencies may select from existing requirements documents, modify or combine existing requirements documents, or create new requirements documents to meet agency needs, consistent with the following order of precedence: (1) Documents mandated for use by law.",permissions_noun_pron_deontic_verb,Agencies may select
11.103,Market acceptance.,Use of market acceptance is inappropriate when new or evolving items may meet the agency's needs.,permissions_noun_pron_deontic_verb,items may meet
11.106,Purchase descriptions for service contracts.,"These purchase descriptions shall (a) Reserve final determination for Government officials; (b) Require proper identification of contractor personnel who attend meetings, answer Government telephones, or work in situations where their actions could be construed as acts of Government officials unless, in the judgment of the agency, no harm can come from failing to identify themselves; and (c) Require suitable marking of all documents or reports produced by contractors.",permissions_noun_pron_deontic_verb,harm can come
11.201,Identification and availability of specifications.,"(b) Contracting offices shall clearly identify in the solicitation any pertinent documents not listed in the GSA Index of Federal Specifications, Standards and Commercial Item Descriptions or ASSIST.",obligations_noun_pron_deontic_adv_verb,offices shall clearly identify
11.201,Identification and availability of specifications.,"(e) Agencies may purchase some nongovernment standards, including voluntary consensus standards, from the National Technical Information Service's Fedworld Information Network.",permissions_noun_pron_deontic_verb,Agencies may purchase
11.201,Identification and availability of specifications.,"DoD activities may obtain from the DoDSSP those nongovernment standards, including voluntary consensus standards, adopted for use by defense activities.",permissions_noun_pron_deontic_verb,activities may obtain
11.203,Customer satisfaction.,"Whenever practicable, the agency may provide affected industry an opportunity to comment on the requirements documents.",permissions_noun_pron_deontic_verb,agency may provide
11.302,Policy.,"The contracting officer may require offerors to provide information on used, reconditioned, or remanufactured supplies, or unused former Government surplus property proposed for use under the contract.",permissions_noun_pron_deontic_verb,officer may require
11.302,Policy.,"When the contracting officer needs additional information to determine whether supplies meet minimum recovered material or biobased standards stated in the solicitation, the contracting officer may require offerors to submit additional information on the recycled or biobased content or related standards.",permissions_noun_pron_deontic_verb,officer may require
11.403,Supplies or services.,"(a) The contracting officer may express contract delivery or performance schedules in terms of— (1) Specific calendar dates; (2) Specific periods from the date of the contract; i.e., from the date of award or acceptance by the Government, or from the date shown as the effective date of the contract; (3) Specific periods from the date of receipt by the contractor of the notice of award or acceptance by the Government (including notice by receipt of contract document executed by the Government); or (4) Specific time for delivery after receipt by the contractor of each individual order issued under the contract, as in indefinite delivery type contracts and GSA schedules.",permissions_noun_pron_deontic_verb,officer may express
11.403,Supplies or services.,"If the contract or notice of award will be transmitted electronically, (1) the solicitation shall so state; and (2) the contracting officer shall evaluate delivery schedule based on the date of contract receipt or notice of award, by adding one working day.",obligations_noun_pron_deontic_adv_verb,solicitation shall so state
11.404,Contract clauses.,(1) The contracting officer may use a time of delivery clause to set forth a required delivery schedule and to allow an offeror to propose an alternative delivery schedule.,permissions_noun_pron_deontic_verb,officer may use
11.404,Contract clauses.,"(2) The contracting officer may insert in solicitations and contracts other than those for construction and architect-engineering, a clause substantially the same as the clause at 52.211-8, Time of Delivery, if the Government requires delivery by a particular time and the delivery schedule is to be based on the date of the contract.",permissions_noun_pron_deontic_verb,officer may insert
11.404,Contract clauses.,"If the delivery schedule is expressed in terms of specific calendar dates or specific periods and is based on an assumed date of award, the contracting officer may use the clause with its Alternate I. If the delivery schedule is expressed in terms of specific calendar dates or specific periods and is based on an assumed date the contractor will receive notice of award, the contracting officer may use the clause with its Alternate II.",permissions_noun_pron_deontic_verb,officer may use
11.404,Contract clauses.,"If the delivery schedule is to be based on the actual date the contractor receives a written notice of award, the contracting officer may use the clause with its Alternate III.",permissions_noun_pron_deontic_verb,officer may use
11.404,Contract clauses.,"(3) The contracting officer may insert in solicitations and contracts other than those for construction and architect-engineering, a clause substantially the same as the clause at 52.211-9, Desired and Required Time of Delivery, if the Government desires delivery by a certain time but requires delivery by a specified later time, and the delivery schedule is to be based on the date of the contract.",permissions_noun_pron_deontic_verb,officer may insert
11.404,Contract clauses.,"If the delivery schedule is expressed in terms of specific calendar dates or specific periods and is based on an assumed date of award, the contracting officer may use the clause with its Alternate I. If the delivery schedule is expressed in terms of specific calendar dates or specific periods and is based on an assumed date the contractor will receive notice of award, the contracting officer may use the clause with its Alternate II.",permissions_noun_pron_deontic_verb,officer may use
11.404,Contract clauses.,"If the delivery schedule is to be based on the actual date the contractor receives a written notice of award, the contracting officer may use the clause with its Alternate III.",permissions_noun_pron_deontic_verb,officer may use
11.404,Contract clauses.,"If the completion date is expressed as a specific calendar date, computed on the basis of the contractor receiving the notice to proceed by a certain day, the contracting officer may use the clause with its Alternate I.",permissions_noun_pron_deontic_verb,officer may use
11.501,Policy.,"Also, the contracting officer may use more than one liquidated damages rate when the contracting officer expects the probable damage to the Government to change over the contract period of performance.",permissions_noun_pron_deontic_verb,officer may use
11.501,Policy.,"(d) The head of the agency may reduce or waive the amount of liquidated damages assessed under a contract, if the Commissioner, Financial Management Service, or designee approves (see Treasury Order 145-10).",permissions_noun_pron_deontic_verb,agency may reduce
11.603,Procedures.,"Other U.S. Government agencies, Canada, and foreign nations may apply for priority rating authority.",permissions_noun_pron_deontic_verb,nations may apply
11.701,Supply contracts.,"(a) A fixed-price supply contract may authorize Government acceptance of a variation in the quantity of items called for if the variation is caused by conditions of loading, shipping, or packing, or by allowances in manufacturing processes.",permissions_noun_pron_deontic_verb,contract may authorize
11.701,Supply contracts.,"Any permissible variation shall be stated as a percentage and it may be an increase, a decrease, or a combination of both; however, contracts for subsistence items may use other applicable terms of variation in quantity.",permissions_noun_pron_deontic_verb,items may use
11.701,Supply contracts.,"Accordingly, the contract may include the clause at 52.211-17, Delivery of Excess Quantities, to provide that— (1) Excess quantities of items totaling up to $250 in value may be retained without compensating the contractor; and (2) Excess quantities of items totaling over $250 in value may, at the Government's option, be either returned at the contractor's expense or retained and paid for at the contract unit price.",permissions_noun_pron_deontic_verb,contract may include
11.702,Construction contracts.,Construction contracts may authorize a variation in estimated quantities of unit-priced items.,permissions_noun_pron_deontic_verb,contracts may authorize
11.702,Construction contracts.,The contractor may request an extension of time if the quantity variation is such as to cause an increase in the time necessary for completion.,permissions_noun_pron_deontic_verb,contractor may request
11.702,Construction contracts.,"However, the contracting officer may extend this time limit before the date of final settlement of the contract.",permissions_noun_pron_deontic_verb,officer may extend
11.703,Contract clauses.,"(b) The contracting officer may insert the clause at 52.211-17, Delivery of Excess Quantities, in solicitations and contracts, when a fixed-price supply contract is contemplated.",permissions_noun_pron_deontic_verb,officer may insert
12.101,Policy.,"Agencies shall— (a) Conduct market research to determine whether commercial items or nondevelopmental items are available that could meet the agency's requirements; (b) Acquire commercial items or nondevelopmental items when they are available to meet the needs of the agency; and (c) Require prime contractors and subcontractors at all tiers to incorporate, to the maximum extent practicable, commercial items or nondevelopmental items as components of items supplied to the agency.",permissions_noun_pron_deontic_verb,that could meet
12.102,Applicability.,"Contracting officers may treat any acquisition of supplies or services that, as determined by the head of the agency, are to be used to facilitate defense against or recovery from cyber, nuclear, biological, chemical, or radiological attack, as an acquisition of commercial items.",permissions_noun_pron_deontic_verb,officers may treat
12.102,Applicability.,"In exercising the authority specified in paragraph (g)(1) of this section, the contracting officer may tailor paragraph (a) of the clause at FAR 52.212-4 as may be necessary to ensure the contract's remedies adequately protect the Government's interests.",permissions_noun_pron_deontic_verb,officer may tailor
12.203,"Procedures for solicitation, evaluation, and award.",The contracting officer may use the streamlined procedure for soliciting offers for commercial items prescribed in 12.603.,permissions_noun_pron_deontic_verb,officer may use
12.203,"Procedures for solicitation, evaluation, and award.","For acquisitions of commercial items exceeding the simplified acquisition threshold but not exceeding $7 million ($13 million for acquisitions as described in 13.500(c)), including options, contracting activities may use any of the simplified procedures authorized by subpart 13.5.",permissions_noun_pron_deontic_verb,activities may use
12.204,Solicitation/contract form.,"(b) Consistent with the requirements at 5.203 (a) and (h), the contracting officer may allow fewer than 15 days before issuance of the solicitation.",permissions_noun_pron_deontic_verb,officer may allow
12.205,Offers.,"(c) Consistent with the requirements at 5.203(b), the contracting officer may allow fewer than 30 days response time for receipt of offers for commercial items, unless the acquisition is covered by the World Trade Organization Government Procurement Agreement or a Free Trade Agreement (see 5.203(h)).",permissions_noun_pron_deontic_verb,officer may allow
12.210,Contract financing.,Customary market practice for some commercial items may include buyer contract financing.,permissions_noun_pron_deontic_verb,items may include
12.210,Contract financing.,The contracting officer may offer Government financing in accordance with the policies and procedures in part 32.,permissions_noun_pron_deontic_verb,officer may offer
12.213,Other commercial practices.,"However, market research may indicate other commercial practices that are appropriate for the acquisition of the particular item.",permissions_noun_pron_deontic_verb,research may indicate
12.216,Unenforceability of unauthorized obligations.,"These are particularly common in information technology acquisitions, but they may apply to any supply or service.",permissions_noun_pron_deontic_verb,they may apply
12.216,Unenforceability of unauthorized obligations.,"Many of these agreements contain indemnification clauses that are inconsistent with Federal law and unenforceable, but which could create a violation of the Anti-Deficiency Act (31 U.S.C. 1341) if agreed to by the Government.",permissions_noun_pron_deontic_verb,which could create
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,The contracting officer may tailor these instructions or provide additional instructions tailored to the specific acquisition in accordance with 12.302.,permissions_noun_pron_deontic_verb,officer may tailor
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,The contracting officer may tailor this clause in accordance with 12.302.,permissions_noun_pron_deontic_verb,officer may tailor
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,The contracting officer may include in solicitations and contracts by addendum other FAR provisions and clauses when their use is consistent with the limitations contained in 12.302.,permissions_noun_pron_deontic_verb,officer may include
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,For example: (1) The contracting officer may include appropriate clauses when an indefinite-delivery type of contract will be used.,permissions_noun_pron_deontic_verb,officer may include
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,(2) The contracting officer may include appropriate provisions and clauses when the use of options is in the Government's interest.,permissions_noun_pron_deontic_verb,officer may include
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,(3) The contracting officer may use the provisions and clauses contained in Part 23 regarding the use of products containing recovered materials and biobased products when appropriate for the item being acquired.,permissions_noun_pron_deontic_verb,officer may use
12.301,Solicitation provisions and contract clauses for the acquisition of commercial items.,"(f) Agencies may supplement the provisions and clauses prescribed in this part (to require use of additional provisions and clauses) only as necessary to reflect agency unique statutes applicable to the acquisition of commercial items or as may be approved by the agency senior procurement executive, or the individual responsible for representing the agency on the FAR Council, without power of delegation.",permissions_noun_pron_deontic_verb,Agencies may supplement
12.302,Tailoring of provisions and clauses for the acquisition of commercial items.,"These addenda may include, for example, a continuation of the schedule of supplies/services to be acquired from blocks 18 through 21 of the SF 1449; a continuation of the description of the supplies/services being acquired; further elaboration of any other item(s) on the SF 1449; any other terms or conditions necessary for the performance of the proposed contract (such as options, ordering procedures for indefinite-delivery type contracts, warranties, contract financing arrangements, etc.).",permissions_noun_pron_deontic_verb,addenda may include
12.402,Acceptance.,The contracting officer must carefully examine the terms and conditions of any express warranty with regard to the effect it may have on the Government's available postaward remedies (see 12.404).,permissions_noun_pron_deontic_verb,it may have
12.403,Termination.,Contracting officers may continue to use part 49 as guidance to the extent that part 49 does not conflict with this section and the language of the termination paragraphs in 52.212-4.,permissions_noun_pron_deontic_verb,officers may continue
12.403,Termination.,Any charges the contractor can demonstrate directly resulted from the termination.,permissions_noun_pron_deontic_verb,contractor can demonstrate
12.403,Termination.,The contractor may demonstrate such charges using its standard record keeping system and is not required to comply with the cost accounting standards or the contract cost principles in part 31.,permissions_noun_pron_deontic_verb,contractor may demonstrate
12.403,Termination.,"(2) Generally, the parties should mutually agree upon the requirements of the termination proposal.",obligations_noun_pron_deontic_adv_verb,parties should mutually agree
12.404,Warranties.,"Solicitations may specify minimum warranty terms, such as minimum duration, appropriate for the Government's intended use of the item.",permissions_noun_pron_deontic_verb,Solicitations may specify
12.602,Streamlined evaluation of offers.,"(a) When evaluation factors are used, the contracting officer may insert a provision substantially the same as the provision at 52.212-2, Evaluation—Commercial Items, in solicitations for commercial items or comply with the procedures in 13.106 if the acquisition is being made using simplified acquisition procedures.",permissions_noun_pron_deontic_verb,officer may insert
12.603,Streamlined solicitation for commercial items.,"(a) When a written solicitation will be issued, the contracting officer may use the following procedure to reduce the time required to solicit and award contracts for the acquisition of commercial items.",permissions_noun_pron_deontic_verb,officer may use
13.003,Policy.,"This policy does not apply if an agency can meet its requirement using— (1) Required sources of supply under part 8 (e.g., Federal Prison Industries, Committee for Purchase from People Who are Blind or Severely Disabled, and Federal Supply Schedule contracts); (2) Existing indefinite delivery/indefinite quantity contracts; or (3) Other established contracts.",permissions_noun_pron_deontic_verb,agency can meet
13.003,Policy.,(2) The contracting officer may make an award to a small business concern under the— (i) 8(a),permissions_noun_pron_deontic_verb,officer may make
13.004,Legal effect of quotations.,"(b) When appropriate, the contracting officer may ask the supplier to indicate acceptance of an order by notification to the Government, preferably in writing, as defined at 2.101.",permissions_noun_pron_deontic_verb,officer may ask
13.004,Legal effect of quotations.,"In other circumstances, the supplier may indicate acceptance by furnishing the supplies or services ordered or by proceeding with the work to the point where substantial performance has occurred.",permissions_noun_pron_deontic_verb,supplier may indicate
13.005,List of laws inapplicable to contracts and subcontracts at or below the simplified acquisition threshold.,"(b) When acquiring commercial items or supplies or services procured in accordance with 12.102(f)(1) and (f)(2), the contracting officer may use a combined synopsis and solicitation.",permissions_noun_pron_deontic_verb,officer may use
13.005,List of laws inapplicable to contracts and subcontracts at or below the simplified acquisition threshold.,"(d) Any individual may petition the Administrator, Office of Federal Procurement Policy (OFPP), to include any applicable provision of law not included on the list set forth in paragraph (a) of this section unless the FAR Council has already determined in writing that the law is applicable.",permissions_noun_pron_deontic_verb,individual may petition
13.105,Synopsis and posting requirements.,"(b) When acquiring commercial items or supplies or services produced in accordance with 12.102(f)(1), the contracting officer may use a combined synopsis and solicitation.",permissions_noun_pron_deontic_verb,officer may use
13.106-1,Soliciting competition.,The contracting officer may choose not to include price or cost as an evaluation factor for award when a solicitation— ( 1 ) Has an estimated value above the simplified acquisition threshold; ( 2 ) Will result in multiple-award contracts (see subpart 16.5) that are for the same or similar services; and ( 3 ) States that the Government intends to make an award to each and all qualifying offerors (see 2.101).,permissions_noun_pron_deontic_verb,officer may choose
13.106-1,Soliciting competition.,"(i) Contracting officers may solicit from one source if the contracting officer determines that the circumstances of the contract action deem only one source reasonably available ( e.g., urgency, exclusive licensing agreements, brand-name or industrial mobilization).",permissions_noun_pron_deontic_verb,officers may solicit
13.106-2,Evaluation of quotations or offers.,Contracting offices may conduct comparative evaluations of offers.,permissions_noun_pron_deontic_verb,offices may conduct
13.106-3,Award and documentation.,"The contracting officer may base the statement on— (i) Market research; (ii) Comparison of the proposed price with prices found reasonable on previous purchases; (iii) Current price lists, catalogs, or advertisements.",permissions_noun_pron_deontic_verb,officer may base
13.202,Unenforceability of unauthorized obligations in micro-purchases.,"These are particularly common in information technology acquisitions, but they may apply to any supply or service.",permissions_noun_pron_deontic_verb,they may apply
13.202,Unenforceability of unauthorized obligations in micro-purchases.,"Many of these agreements contain indemnification clauses that are inconsistent with Federal law and unenforceable, but which could create a violation of the Anti-Deficiency Act (31 U.S.C. 1341) if agreed to by the Government.",permissions_noun_pron_deontic_verb,which could create
13.302-5,Clauses.,"The contracting officer may use the clause at 52.213-4, Terms and Conditions—Simplified Acquisitions (Other Than Commercial Items), in simplified acquisitions exceeding the micro-purchase threshold that are for other than commercial items (see 12.301).",permissions_noun_pron_deontic_verb,officer may use
13.303-2,Establishment of BPAs.,"(a) The following are circumstances under which contracting officers may establish BPAs: (1) There is a wide variety of items in a broad class of supplies or services that are generally purchased, but the exact items, quantities, and delivery requirements are not known in advance and may vary considerably.",permissions_noun_pron_deontic_verb,officers may establish
13.303-5,Purchases under BPAs.,"However, agency regulations may establish a higher threshold consistent with the following: (1) The simplified acquisition threshold and the $7 million limitation for individual purchases ($13 million for purchases entered into under the authority of 12.102(f)(1)) do not apply to BPAs established in accordance with 13.303-2(c)(3).",permissions_noun_pron_deontic_verb,regulations may establish
13.303-6,Review procedures.,"(b) The contracting officer that entered into the BPA shall— (1) Ensure that each BPA is reviewed at least annually and, if necessary, updated at that time; and (2) Maintain awareness of changes in market conditions, sources of supply, and other pertinent factors that may warrant making new arrangements with different suppliers or modifying existing arrangements.",permissions_noun_pron_deontic_verb,that may warrant
13.306,"SF 44, Purchase Order—Invoice—Voucher.",Agencies may establish higher dollar limitations for specific activities or items; (2) The supplies or services are immediately available; (3) One delivery and one payment will be made; and (4) Its use is determined to be more economical and efficient than use of other simplified acquisition procedures.,permissions_noun_pron_deontic_verb,Agencies may establish
13.307,Forms.,Agencies may print on these forms the clauses considered to be generally suitable for purchases.,permissions_noun_pron_deontic_verb,Agencies may print
13.402,Conditions for use.,"The conditions for use of the fast payment procedure are as follows: (a) Individual purchasing instruments do not exceed $35,000, except that executive agencies may permit higher dollar limitations for specified activities or items on a case-by-case basis.",permissions_noun_pron_deontic_verb,agencies may permit
13.404,Contract clause.,"The contracting officer shall insert the clause at 52.213-1, Fast Payment Procedure, in solicitations and contracts when the conditions in 13.402 are applicable and it is intended that the fast payment procedure be used in the contract (in the case of BPAs, the contracting officer may elect to insert the clause either in the BPA or in orders under the BPA).",permissions_noun_pron_deontic_verb,officer may elect
13.500,General.,"Contracting officers may use any simplified acquisition procedure in this part, subject to any specific dollar limitation applicable to the particular procedure.",permissions_noun_pron_deontic_verb,officers may use
13.501,Special documentation requirements.,"If the justification is to cover only the portion of the acquisition which is brand-name, then it should so state; the approval level requirements will then only apply to that portion.",obligations_noun_pron_deontic_adv_verb,it should so state
14.201-1,Uniform contract format.,"If any section of the uniform contract format does not apply, the contracting officer should so mark that section in the solicitation.",obligations_noun_pron_deontic_adv_verb,officer should so mark
14.201-6,Solicitation provisions.,(2) Use the basic clause with its Alternate I if the possibility exists that the contracting officer may waive the requirement for furnishing descriptive literature for a bidder offering a previously supplied product that meets specification requirements of the current solicitation.,permissions_noun_pron_deontic_verb,officer may waive
14.201-7,Contract clauses.,"(2) In exceptional cases, the head of the contracting activity may waive the requirement for inclusion of the clause in a contract with a foreign government or agency of that government.",permissions_noun_pron_deontic_verb,activity may waive
